[121049, 122463, 108953, 117763, 112040, 107358, 121064, 125992, 127940, 117365, 124192, 94141, 85664, 124152, 113710, 119089, 119136, 112525, 114931, 127744, 133296, 95510, 106686, 109173, 102905, 98526, 122881, 109411, 125054, 142947, 137036, 109605, 114143, 114345, 124991, 134224, 119616, 135526, 111439, 131281, 107487, 94443, 100278, 127661, 110131, 125820, 97284, 125435, 130928, 128165]
[136404, 133858, 119313, 116025, 117603, 110022, 141521, 135441, 136254, 128452, 136644, 108505, 107758, 124039, 126459, 143797, 133741, 121727, 145223, 150439, 156168, 112018, 134065, 127372, 133048, 124724, 151315, 133014, 136503, 158878, 147680, 125197, 139580, 123384, 139568, 166206, 139547, 152924, 129016, 129167, 114804, 119966, 125160, 142674, 116557, 141559, 121909, 134035, 145293, 148136]
[106554, 113932, 100845, 105139, 96632, 104902, 110879, 102341, 132732, 112566, 106669, 91364, 89739, 118222, 101318, 122144, 106815, 110528, 112436, 118556, 133640, 100373, 104544, 103280, 107971, 93968, 117074, 111147, 106958, 124463, 133434, 107854, 104657, 102849, 121380, 123004, 117369, 122382, 107344, 114458, 101287, 84721, 98123, 128617, 110082, 120425, 91877, 122394, 117713, 119626]
[116835, 110043, 101227, 126030, 103426, 104162, 108001, 122131, 116715, 114797, 117782, 88260, 83434, 114587, 115045, 114286, 109312, 107656, 119147, 132381, 129598, 101740, 101962, 101736, 107448, 103220, 132215, 116239, 111899, 128711, 130448, 107837, 109559, 98934, 112087, 127011, 110566, 123523, 99822, 109263, 106961, 100382, 91187, 117231, 108081, 124931, 104120, 118623, 119985, 123962]
[104626, 105243, 108796, 101230, 102932, 95046, 114686, 112428, 121741, 115293, 112859, 88368, 73534, 111648, 110308, 115295, 101288, 106109, 111535, 127184, 118636, 98605, 101965, 105595, 106520, 100121, 108669, 102824, 110022, 125148, 118766, 110625, 112880, 100958, 126416, 122707, 118949, 128915, 102371, 114423, 108336, 91212, 95073, 120202, 105045, 119959, 96463, 117185, 126519, 117938]
[127461, 128124, 123347, 120547, 118601, 111751, 128304, 131328, 138698, 129571, 132436, 103230, 96903, 125274, 120538, 136591, 120842, 127571, 126093, 146422, 148477, 106952, 112275, 125738, 123464, 111572, 131870, 127340, 127145, 155907, 159016, 125009, 134469, 131877, 132186, 134088, 126963, 147088, 128415, 138944, 118315, 113841, 113966, 140287, 117281, 149767, 109622, 136959, 130037, 143006]
[124302, 118330, 105785, 109628, 118863, 113547, 124826, 130039, 125474, 126789, 137135, 105677, 102237, 117713, 123917, 129233, 117794, 130408, 120447, 151023, 138561, 109955, 112163, 124850, 125182, 118109, 133860, 125973, 128852, 145238, 152106, 121047, 129025, 116872, 139992, 144909, 127917, 135782, 118441, 137064, 119610, 111353, 120321, 143612, 114218, 141483, 120973, 132036, 136798, 145966]
[113188, 116290, 117831, 122282, 112141, 115578, 118512, 135925, 128212, 111731, 127104, 94168, 92351, 118707, 115824, 134178, 120767, 115136, 123483, 144997, 139686, 119144, 106527, 121817, 121697, 115744, 132979, 116892, 117957, 135123, 151334, 129481, 128823, 116466, 109641, 130745, 134270, 144392, 106601, 127543, 112617, 104736, 94089, 126133, 106768, 139504, 114744, 131288, 129091, 145172]
[117088, 93863, 106879, 109300, 99085, 105421, 126683, 127842, 127771, 112824, 123549, 82176, 85083, 104365, 117288, 111929, 110325, 113444, 110753, 126233, 131231, 96768, 100752, 103338, 111947, 104050, 122128, 114351, 109697, 136143, 129317, 102754, 126352, 106399, 119004, 132002, 114432, 139812, 96036, 118528, 107615, 97315, 97054, 122853, 98401, 130934, 95529, 123473, 122605, 127620]
[130131, 135487, 125740, 138107, 122576, 116745, 139086, 145928, 148431, 131600, 135335, 109348, 99148, 128513, 133326, 140062, 132676, 127205, 144705, 148332, 145882, 130965, 127534, 120621, 121360, 118916, 148010, 133785, 127656, 157607, 164155, 133925, 138542, 142305, 138497, 149435, 127503, 162061, 125653, 140584, 120221, 120292, 120090, 146523, 126091, 153990, 113563, 140216, 139916, 148163]
[96205, 92936, 92867, 102044, 97633, 99413, 101463, 111183, 113635, 105217, 108771, 96770, 77290, 109199, 103340, 116739, 98576, 100172, 106683, 119661, 126858, 91062, 100715, 105136, 110491, 106636, 106144, 111978, 106815, 127486, 122365, 109470, 103296, 97442, 114027, 114537, 119087, 116397, 96863, 117929, 100784, 83057, 99784, 118167, 102507, 118589, 104832, 119889, 117951, 118798]
[117726, 118206, 100230, 120752, 108893, 110077, 122724, 123704, 126795, 103390, 119391, 98891, 100461, 117780, 116376, 127479, 121284, 109779, 128596, 137759, 134428, 108795, 109657, 109781, 108711, 107410, 130509, 124627, 118702, 140195, 142431, 116989, 117593, 122736, 109775, 127179, 118275, 132869, 113421, 121941, 99613, 97542, 113755, 120384, 110020, 134429, 114771, 123071, 116305, 128263]
[113464, 133790, 112032, 121504, 111367, 106699, 121738, 138576, 121062, 106586, 122749, 106829, 99979, 117170, 119279, 139845, 118250, 113860, 131868, 150473, 147507, 114338, 123560, 118984, 120908, 121994, 134501, 117243, 132579, 138083, 146045, 125292, 124838, 115008, 123161, 136853, 134689, 136225, 115319, 122364, 95035, 104730, 123258, 128205, 104887, 145675, 100864, 134014, 124727, 137603]
[135717, 138444, 121027, 139559, 131994, 115931, 150025, 143228, 151708, 143780, 142568, 123754, 104032, 142828, 137747, 144720, 139272, 141460, 142638, 161992, 162845, 123546, 136361, 137275, 141136, 129914, 148383, 134036, 137428, 168327, 173031, 140007, 144360, 135969, 146411, 164100, 144557, 165299, 138708, 166363, 127526, 128506, 136614, 165292, 130956, 150536, 136784, 146079, 150627, 149883]
[130536, 120795, 104142, 120391, 117008, 110141, 121330, 126381, 125694, 125035, 133342, 110027, 92857, 121113, 121901, 136012, 122021, 121117, 133950, 138886, 149967, 111047, 118748, 127695, 125213, 124848, 143029, 128635, 132074, 153066, 160509, 123961, 129202, 115054, 136068, 148632, 133035, 145411, 116284, 132000, 117488, 116462, 123281, 137614, 113345, 137858, 115018, 129846, 138604, 149169]
[121451, 134312, 123779, 123007, 122233, 107835, 144770, 136527, 148594, 119624, 119261, 95608, 84684, 127190, 127759, 135346, 113985, 126898, 129509, 147824, 143888, 125102, 117032, 121702, 116754, 114186, 137103, 118575, 118252, 133986, 142331, 121354, 128774, 119395, 128255, 150719, 135379, 152039, 121514, 133003, 118478, 118398, 109877, 129176, 124307, 139366, 111977, 128646, 135067, 144533]
[95255, 95200, 109563, 94521, 98436, 97068, 125890, 114699, 125723, 102293, 108035, 87712, 77746, 100777, 105785, 123721, 109970, 109388, 108032, 118286, 122714, 96106, 106192, 111704, 99185, 105871, 111187, 101727, 106922, 123757, 137022, 120561, 118441, 114701, 100112, 127890, 115799, 132569, 94316, 126018, 101021, 98231, 89793, 117504, 86185, 116668, 103505, 119691, 123792, 121743]
[144269, 137939, 133914, 134678, 129779, 134198, 153261, 144285, 155788, 140953, 148026, 122504, 113202, 140821, 135182, 162757, 135536, 141893, 152572, 158218, 166281, 129486, 128018, 143578, 138010, 128507, 145830, 146302, 141778, 165417, 182841, 149057, 142904, 139742, 153238, 160985, 146938, 159492, 125509, 148260, 133749, 121548, 133387, 162254, 122754, 165588, 122780, 165164, 158519, 154599]
[133587, 133988, 112995, 121807, 124185, 117616, 131743, 133043, 143299, 128236, 139239, 107919, 101365, 127778, 125291, 138937, 124280, 132420, 125793, 152271, 156797, 105739, 118684, 123021, 124254, 112555, 145350, 132945, 128058, 156339, 159342, 128510, 128096, 123698, 141641, 151867, 127405, 135973, 124474, 141598, 117767, 117002, 126453, 142739, 121661, 143298, 111842, 133558, 135005, 144628]
[130215, 128278, 127530, 135804, 132653, 122556, 149362, 145363, 150937, 141747, 145250, 111705, 98016, 137208, 131033, 148923, 136247, 136644, 144203, 158520, 163141, 119168, 128876, 140320, 133742, 132936, 156246, 141096, 133587, 167977, 170052, 139990, 130846, 132043, 156318, 162322, 143919, 159881, 136039, 150188, 137075, 123201, 133581, 157711, 131390, 160614, 136665, 153124, 150261, 159525]
[137999, 137560, 135827, 150703, 138142, 122000, 147681, 152398, 152805, 145054, 154637, 116831, 111363, 150852, 138413, 153060, 133066, 136234, 153097, 165450, 160006, 127956, 125918, 132745, 134802, 135276, 142299, 153480, 144652, 174567, 168982, 140929, 138076, 144144, 155818, 155668, 149189, 164028, 135332, 152416, 136715, 122507, 131126, 157748, 131711, 167859, 119489, 161804, 145798, 154688]
[122172, 126813, 115795, 121897, 118599, 99013, 135683, 126647, 133825, 130003, 130956, 102749, 97901, 119818, 126447, 136986, 116972, 120823, 133470, 138894, 151376, 98417, 113419, 121693, 125738, 110869, 135641, 120838, 121817, 139052, 151386, 129451, 122328, 118667, 128892, 137106, 122770, 140002, 117750, 135095, 111591, 103909, 120290, 135477, 108327, 145685, 110958, 142920, 126442, 132087]
[116104, 123293, 102085, 117354, 119965, 101004, 114555, 123814, 124946, 124452, 134929, 106359, 100814, 117772, 105774, 133077, 115008, 116082, 126167, 138760, 143075, 114124, 111655, 116990, 115665, 102841, 133130, 106504, 119915, 135193, 149057, 121431, 120617, 107048, 124933, 148372, 114313, 127938, 121020, 124538, 108573, 98249, 125067, 141256, 109137, 124613, 117493, 124743, 138416, 145820]
[128841, 119922, 109236, 120031, 108446, 113790, 136991, 139688, 133868, 117865, 129515, 101076, 99145, 127820, 128319, 126776, 126071, 126716, 130573, 151276, 142941, 113489, 125133, 124440, 126530, 123788, 140420, 129917, 128731, 159289, 152584, 119561, 136654, 122711, 132371, 142369, 130664, 153710, 127922, 133863, 119666, 113339, 121066, 140796, 119682, 146553, 125219, 135436, 129623, 142318]
